,name,sex,count,syllables,consonants,ratio
31712,Renorda,F,11,3,4,1.333333333
31713,Renotta,F,22,3,4,1.333333333
31714,Reshawna,F,16,3,5,1.666666667
31715,Rhanada,F,5,3,4,1.333333333
31716,Rheagan,F,559,2,4,2
31717,Rhianne,F,216,2,4,2
31718,Riane,F,529,2,2,1
31719,Rinata,F,6,3,3,1
31720,Rishona,F,10,3,4,1.333333333
31721,Ristina,F,15,3,4,1.333333333
31722,Rokesha,F,17,3,4,1.333333333
31723,Rokeya,F,11,2,3,1.5
31724,Ronnella,F,5,3,5,1.666666667
31725,Ronnisha,F,364,3,5,1.666666667
31726,Roshonna,F,5,3,5,1.666666667
31727,Rupali,F,27,3,3,1
31728,Ryah,F,898,1,3,3
31729,Rylee,F,51456,2,3,1.5
31730,Saajida,F,5,3,3,1
31731,Sadena,F,6,3,3,1
31732,Sae,F,73,1,1,1
31733,Saisha,F,693,2,3,1.5
31734,Samaya,F,2514,2,3,1.5
31735,Sameika,F,5,3,3,1
31736,Sameko,F,7,3,3,1
31737,Samnang,F,28,2,5,2.5
31738,Sanela,F,77,3,3,1
31739,Santrese,F,6,3,5,1.666666667
31740,Santricia,F,10,3,5,1.666666667
31741,Sarahjo,F,27,3,4,1.333333333
31742,Sarajo,F,40,3,3,1
31743,Satasha,F,27,3,4,1.333333333
31744,Savonne,F,26,3,4,1.333333333
31745,Sawsan,F,59,2,4,2
31746,Sayda,F,315,2,3,1.5
31747,Seleena,F,214,3,3,1
31748,Semeko,F,6,3,3,1
31749,Semico,F,7,3,3,1
31750,Semiko,F,31,3,3,1
31751,Seng,F,84,1,3,3
31752,Senikka,F,6,3,4,1.333333333
31753,Sephra,F,40,2,4,2
31754,Sepideh,F,25,3,4,1.333333333
31755,Sequina,F,5,3,3,1
31756,Seritta,F,5,3,4,1.333333333
31757,Sevasti,F,25,3,4,1.333333333
31758,Shacora,F,321,3,4,1.333333333
31759,Shadena,F,6,3,4,1.333333333
31760,Shakedra,F,101,3,5,1.666666667
31761,Shakeenah,F,10,3,5,1.666666667
31762,Shakiah,F,158,2,4,2
31763,Shalae,F,126,2,3,1.5
31764,Shalanna,F,5,3,5,1.666666667
31765,Shalaya,F,557,2,4,2
31766,Shaleia,F,13,2,3,1.5
31767,Shalicia,F,104,3,4,1.333333333
31768,Shamala,F,11,3,4,1.333333333
31769,Shamanda,F,79,3,5,1.666666667
31770,Shamaria,F,538,3,4,1.333333333
31771,Shamaya,F,799,2,4,2
31772,Shambra,F,34,2,5,2.5
31773,Shameek,F,5,2,4,2
31774,Shamelia,F,45,3,4,1.333333333
31775,Shametria,F,44,3,5,1.666666667
31776,Shamonia,F,5,3,4,1.333333333
31777,Shamorrow,F,6,3,6,2
31778,Shanekqua,F,125,3,5,1.666666667
31779,Shanequia,F,162,3,4,1.333333333
31780,Shanigua,F,59,3,4,1.333333333
31781,Shanikwa,F,85,3,5,1.666666667
31782,Shannara,F,54,3,5,1.666666667
31783,Shanndolyn,F,11,3,8,2.666666667
31784,Shanreka,F,17,3,5,1.666666667
31785,Shanteria,F,703,3,5,1.666666667
31786,Shantese,F,59,3,5,1.666666667
31787,Shaquella,F,107,3,5,1.666666667
31788,Shaquinta,F,149,3,5,1.666666667
31789,Sharaya,F,432,2,4,2
31790,Sharaye,F,19,2,4,2
31791,Sharessa,F,6,3,5,1.666666667
31792,Sharnay,F,129,2,5,2.5
31793,Sharrika,F,5,3,5,1.666666667
31794,Shastina,F,90,3,5,1.666666667
31795,Shatera,F,300,3,4,1.333333333
31796,Shaundreka,F,5,3,6,2
31797,Shauntrice,F,53,3,6,2
31798,Shavada,F,5,3,4,1.333333333
31799,Shavell,F,113,2,5,2.5
31800,Shavonya,F,12,3,5,1.666666667
31801,Shawandra,F,6,3,6,2
31802,Shawnacy,F,5,3,6,2
31803,Sheanna,F,198,2,4,2
31804,Sheleah,F,12,2,4,2
31805,Shemecka,F,8,3,5,1.666666667
31806,Shemita,F,5,3,4,1.333333333
31807,Sheng,F,370,1,4,4
31808,Shenitta,F,9,3,5,1.666666667
31809,Shereca,F,10,3,4,1.333333333
31810,Shereeta,F,16,3,4,1.333333333
31811,Shernika,F,48,3,5,1.666666667
31812,Sherreka,F,5,3,5,1.666666667
31813,Sherrena,F,10,3,5,1.666666667
31814,Sherris,F,5,2,5,2.5
31815,Shinequa,F,27,3,4,1.333333333
31816,Shinetta,F,6,3,5,1.666666667
31817,Shinna,F,6,2,4,2
31818,Shireka,F,43,3,4,1.333333333
31819,Shirika,F,17,3,4,1.333333333
31820,Shoua,F,282,1,2,2
31821,Shovan,F,6,2,4,2
31822,Shovonne,F,10,3,5,1.666666667
31823,Shreya,F,4452,1,4,4
31824,Shterna,F,246,2,5,2.5
31825,Shundrea,F,18,2,5,2.5
31826,Shureka,F,23,3,4,1.333333333
31827,Silpa,F,24,2,3,1.5
31828,Simeko,F,7,3,3,1
31829,Smitha,F,51,2,4,2
31830,Sochil,F,18,2,4,2
31831,Solitaire,F,11,3,4,1.333333333
31832,Sonovia,F,5,3,3,1
31833,Soua,F,105,1,1,1
31834,Sparkles,F,73,2,6,3
31835,Special,F,338,2,4,2
31836,Sstephanie,F,5,3,6,2
31837,Starkisha,F,94,3,6,2
31838,Starleigh,F,23,2,6,3
31839,Starlisa,F,5,3,5,1.666666667
31840,Starlisha,F,23,3,6,2
31841,Starlita,F,5,3,5,1.666666667
31842,Starshemah,F,5,3,7,2.333333333
31843,Sully,F,320,2,4,2
31844,Sumeka,F,14,3,3,1
31845,Sumeko,F,7,3,3,1
31846,Sumika,F,11,3,3,1
31847,Suna,F,20,2,2,1
31848,Sunie,F,10,2,2,1
31849,Sunrise,F,7,2,4,2
31850,Swathi,F,232,2,4,2
31851,Syretha,F,6,3,5,1.666666667
31852,Syrette,F,5,3,5,1.666666667
31853,Syritta,F,5,3,5,1.666666667
31854,Tajah,F,850,2,3,1.5
31855,Takeena,F,27,3,3,1
31856,Talar,F,212,2,3,1.5
31857,Taleena,F,39,3,3,1
31858,Tamaris,F,32,3,4,1.333333333
31859,Tamirah,F,204,3,4,1.333333333
31860,Tang,F,47,1,3,3
31861,Tannah,F,259,2,4,2
31862,Tanvi,F,1981,2,3,1.5
31863,Taraya,F,122,2,3,1.5
31864,Tashe,F,98,2,3,1.5
31865,Tasheia,F,21,2,3,1.5
31866,Tavette,F,5,3,4,1.333333333
31867,Tazia,F,303,2,2,1
31868,Teadra,F,24,2,3,1.5
31869,Teaka,F,15,2,2,1
31870,Teauna,F,128,2,2,1
31871,Teaya,F,47,1,2,2
31872,Teea,F,65,1,1,1
31873,Teeya,F,32,1,2,2
31874,Telishia,F,6,3,4,1.333333333
31875,Tenay,F,44,2,3,1.5
31876,Teneeka,F,5,3,3,1
31877,Teneika,F,19,3,3,1
31878,Tenice,F,6,3,3,1
31879,Ternisha,F,28,3,5,1.666666667
31880,Terrion,F,111,2,4,2
31881,Tho,F,6,1,2,2
31882,Tiaka,F,5,2,2,1
31883,Tierza,F,46,2,3,1.5
31884,Tifanee,F,36,3,3,1
31885,Tifanny,F,149,3,5,1.666666667
31886,Tiffiani,F,10,3,4,1.333333333
31887,Tifni,F,5,2,3,1.5
31888,Timbra,F,15,2,4,2
31889,Tinea,F,60,2,2,1
31890,Tishawna,F,78,3,5,1.666666667
31891,Tishonda,F,13,3,5,1.666666667
31892,Titiana,F,562,3,3,1
31893,Tomii,F,6,2,2,1
31894,Toshima,F,11,3,4,1.333333333
31895,Tracilyn,F,5,3,6,2
31896,Tralaina,F,5,3,4,1.333333333
31897,Tralana,F,18,3,4,1.333333333
31898,Tremekia,F,6,3,4,1.333333333
31899,Trene,F,32,2,3,1.5
31900,Treneka,F,25,3,4,1.333333333
31901,Trenica,F,6,3,4,1.333333333
31902,Truc,F,226,1,3,3
31903,Tuyen,F,160,1,3,3
31904,Tyffani,F,132,3,5,1.666666667
31905,Tyheshia,F,5,3,5,1.666666667
31906,Tylar,F,1230,2,4,2
31907,Tyneesha,F,53,3,5,1.666666667
31908,Tyshawna,F,194,3,6,2
31909,Tysheka,F,123,3,5,1.666666667
31910,Tzirel,F,411,2,4,2
31911,Ullanda,F,24,3,4,1.333333333
31912,Vakesha,F,6,3,4,1.333333333
31913,Velen,F,41,2,3,1.5
31914,Velika,F,5,3,3,1
31915,Velvette,F,7,3,5,1.666666667
31916,Vennesa,F,53,3,4,1.333333333
31917,Vernesha,F,104,3,5,1.666666667
31918,Vianney,F,2197,2,4,2
31919,Viky,F,24,2,3,1.5
31920,Wakeisha,F,15,3,4,1.333333333
31921,Wakia,F,6,2,2,1
31922,Walia,F,5,2,2,1
31923,Walkiria,F,15,3,4,1.333333333
31924,Wenndy,F,5,2,5,2.5
31925,Whitnie,F,416,2,4,2
31926,Wykeisha,F,20,3,5,1.666666667
31927,Wykeshia,F,10,3,5,1.666666667
31928,Xee,F,118,1,1,1
31929,Yaicha,F,6,2,3,1.5
31930,Yamaira,F,66,3,3,1
31931,Yamaris,F,175,3,4,1.333333333
31932,Yaquelin,F,1354,3,4,1.333333333
31933,Yari,F,333,2,2,1
31934,Yaschia,F,5,2,4,2
31935,Yaschica,F,6,3,5,1.666666667
31936,Yasheca,F,6,3,4,1.333333333
31937,Yashira,F,499,3,4,1.333333333
31938,Yelissa,F,25,3,4,1.333333333
31939,Yeng,F,98,1,3,3
31940,Yenny,F,227,2,4,2
31941,Yer,F,572,1,2,2
31942,Yi,F,127,1,1,1
31943,Yin,F,13,1,2,2
31944,Ying,F,260,1,3,3
31945,Yoanna,F,609,2,3,1.5
31946,Youa,F,175,1,1,1
31947,Zahida,F,10,3,3,1
31948,Zakaria,F,401,3,3,1
31949,Zulekha,F,14,3,4,1.333333333
31950,Aaisha,F,198,2,2,1
31951,Abbigale,F,2143,4,4,1
31952,Abbra,F,36,2,3,1.5
31953,Abegail,F,507,3,3,1
31954,Abrah,F,41,2,3,1.5
31955,Abranda,F,5,3,4,1.333333333
31956,Adalis,F,190,3,3,1
31957,Adero,F,5,3,2,0.666666667
31958,Adjoa,F,98,2,2,1
31959,Adri,F,194,2,2,1
31960,Adrieanna,F,363,3,4,1.333333333
31961,Aerial,F,1906,3,2,0.666666667
31962,Afsheen,F,105,2,4,2
31963,Aftan,F,109,2,3,1.5
31964,Aften,F,102,2,3,1.5
31965,Aftin,F,61,2,3,1.5
31966,Ahlea,F,32,2,2,1
31967,Aimara,F,12,3,2,0.666666667
31968,Akevia,F,25,3,2,0.666666667
31969,Alaena,F,244,3,2,0.666666667
31970,Aleaha,F,786,3,2,0.666666667
31971,Aleigha,F,4281,3,3,1
31972,Aleishia,F,10,3,3,1
31973,Alexiss,F,528,3,4,1.333333333
31974,Alexus,F,18476,3,3,1
31975,Alexzandria,F,1684,4,6,1.5
31976,Aliea,F,128,2,1,0.5
31977,Allysun,F,29,3,5,1.666666667
31978,Alympia,F,5,3,4,1.333333333
31979,Amandalyn,F,57,4,6,1.5
31980,Amany,F,180,3,3,1
31981,Amberli,F,84,3,4,1.333333333
31982,Ambor,F,23,2,3,1.5
31983,Ambree,F,440,2,3,1.5
31984,Amea,F,153,2,1,0.5
31985,Ameia,F,173,2,1,0.5
31986,Amine,F,12,3,2,0.666666667
31987,Amneris,F,35,3,4,1.333333333
31988,Anasha,F,115,3,3,1
31989,Andraea,F,36,2,3,1.5
31990,Andrianne,F,33,3,5,1.666666667
31991,Andrica,F,33,3,4,1.333333333
31992,Angelmarie,F,234,4,5,1.25
31993,Antenette,F,6,4,5,1.25
31994,Antoya,F,35,2,3,1.5
31995,Antwonette,F,114,4,6,1.5
31996,Aolani,F,763,3,2,0.666666667
31997,Arathi,F,10,3,3,1
31998,Areej,F,456,2,2,1
31999,Argelis,F,5,3,4,1.333333333
32000,Arial,F,1149,2,2,1
32001,Aristea,F,63,3,3,1
32002,Arkeisha,F,26,3,4,1.333333333
32003,Arleny,F,228,3,4,1.333333333
32004,Articia,F,20,3,3,1
32005,Ashea,F,69,2,2,1
32006,Ashwini,F,144,3,4,1.333333333
32007,Asley,F,605,2,3,1.5
32008,Astin,F,157,2,3,1.5
32009,Ativa,F,7,3,2,0.666666667
32010,Atyia,F,15,2,2,1
32011,Auri,F,469,2,1,0.5
32012,Aviana,F,5642,3,2,0.666666667
32013,Avita,F,55,3,2,0.666666667
32014,Ayeasha,F,5,2,3,1.5
32015,Ayofemi,F,14,3,3,1
32016,Banesa,F,514,3,3,1
32017,Basiliki,F,7,4,4,1
32018,Benica,F,6,3,3,1
32019,Bethan,F,89,2,4,2
32020,Bhavna,F,37,2,4,2
32021,Bilma,F,45,2,3,1.5
32022,Bita,F,109,2,2,1
32023,Blanka,F,73,2,4,2
32024,Bobbisue,F,11,3,4,1.333333333
32025,Bora,F,110,2,2,1
32026,Bosede,F,5,3,3,1
32027,Bracey,F,20,2,4,2
32028,Brandel,F,18,2,5,2.5
32029,Brandiss,F,15,2,6,3
32030,Braylon,F,138,2,5,2.5
32031,Brekke,F,7,1,4,4
32032,Briauna,F,1333,2,3,1.5
32033,Bricia,F,245,2,3,1.5
32034,Bridge,F,5,1,4,4
32035,Brisha,F,100,2,4,2
32036,Britaney,F,261,3,5,1.666666667
32037,Brittini,F,747,3,5,1.666666667
32038,Brittnye,F,97,2,6,3
32039,Brittony,F,213,3,6,2
32040,Brooklynne,F,1829,3,7,2.333333333
32041,Cache,F,458,1,3,3
32042,Caesare,F,10,3,3,1
32043,Calah,F,481,2,3,1.5
32044,Calyn,F,696,2,4,2
32045,Cambri,F,654,2,4,2
32046,Cameika,F,5,3,3,1
32047,Camill,F,26,2,4,2
32048,Candess,F,19,2,5,2.5
32049,Candias,F,23,2,4,2
32050,Carlisia,F,61,3,4,1.333333333
32051,Carmesa,F,8,3,4,1.333333333
32052,Carrera,F,212,3,4,1.333333333
32053,Cassidee,F,730,3,4,1.333333333
32054,Cassidie,F,463,3,4,1.333333333
32055,Castina,F,6,3,4,1.333333333
32056,Cawanna,F,6,3,4,1.333333333
32057,Caylin,F,2346,2,4,2
32058,Cesia,F,1122,2,2,1
32059,Chakela,F,5,3,4,1.333333333
32060,Chakera,F,25,3,4,1.333333333
32061,Chandal,F,40,2,5,2.5
32062,Chardon,F,20,2,5,2.5
32063,Charia,F,35,2,3,1.5
32064,Chariese,F,5,3,4,1.333333333
32065,Charnika,F,62,3,5,1.666666667
32066,Chatia,F,19,2,3,1.5
32067,Chenoah,F,69,2,4,2
32068,Cherena,F,18,3,4,1.333333333
32069,Cherette,F,15,3,5,1.666666667
32070,Cherline,F,12,3,5,1.666666667
32071,Chevala,F,6,3,4,1.333333333
32072,Chiann,F,125,1,4,4
32073,Chianne,F,355,2,4,2
32074,Chiyoka,F,5,2,4,2
32075,Cholena,F,5,3,4,1.333333333
32076,Chontae,F,17,2,4,2
32077,Chrisna,F,10,2,5,2.5
32078,Christiene,F,6,3,6,2
32079,Chrysten,F,62,2,7,3.5
32080,Cianna,F,2476,2,3,1.5
32081,Cie,F,11,1,1,1
32082,Cimone,F,202,3,3,1
32083,Cornisha,F,227,3,5,1.666666667
32084,Corren,F,25,2,4,2
32085,Corrida,F,11,3,4,1.333333333
32086,Courney,F,69,2,4,2
32087,Cowana,F,5,3,3,1
32088,Cristinia,F,10,3,5,1.666666667
32089,Crystalgayle,F,5,4,9,2.25
32090,Crystallynn,F,66,3,10,3.333333333
32091,Crysten,F,154,2,6,3
32092,Cyrina,F,42,3,4,1.333333333
32093,Cyrita,F,5,3,4,1.333333333
32094,Daesha,F,674,2,3,1.5
32095,Dallana,F,472,3,4,1.333333333
32096,Danet,F,11,2,3,1.5
32097,Dannisha,F,64,3,5,1.666666667
32098,Darica,F,64,3,3,1
32099,Darisha,F,52,3,4,1.333333333
32100,Darlisha,F,82,3,5,1.666666667
32101,Davelle,F,5,3,4,1.333333333
32102,Deepti,F,155,2,3,1.5
32103,Delanee,F,355,3,3,1
32104,Deliza,F,30,3,3,1
32105,Deontra,F,18,2,4,2
32106,Der,F,190,1,2,2
32107,Derrisha,F,64,3,5,1.666666667
32108,Deshante,F,68,3,5,1.666666667
32109,Desmone,F,6,3,4,1.333333333
32110,Destenee,F,105,3,4,1.333333333
32111,Detoya,F,11,2,3,1.5
32112,Devany,F,909,3,4,1.333333333
32113,Diamon,F,507,2,3,1.5
32114,Diara,F,634,2,2,1
32115,Diep,F,21,1,2,2
32116,Doniell,F,5,2,4,2
32117,Dristen,F,5,2,5,2.5
32118,Drystal,F,24,2,6,3
32119,Dyesha,F,104,2,4,2
32120,Dynasty,F,2117,3,6,2
32121,Edita,F,77,3,2,0.666666667
32122,Ekaterina,F,860,5,4,0.8
32123,Elexa,F,598,3,2,0.666666667
32124,Ellicia,F,91,3,3,1
32125,Emileigh,F,1256,3,4,1.333333333
32126,Emisha,F,6,3,3,1
32127,Enisha,F,40,3,3,1
32128,Etasha,F,6,3,3,1
32129,Evany,F,545,3,3,1
32130,Faizah,F,273,2,3,1.5
32131,Falan,F,137,2,3,1.5
32132,Falen,F,192,2,3,1.5
32133,Falin,F,48,2,3,1.5
32134,Fallan,F,142,2,4,2
32135,Fallen,F,64,2,4,2
32136,Fallyn,F,1231,2,5,2.5
32137,Falon,F,1893,2,3,1.5
32138,Falyn,F,972,2,4,2
32139,Falynn,F,536,2,5,2.5
32140,Fame,F,7,1,2,2
32141,Farina,F,21,3,3,1
32142,Faryn,F,385,2,4,2
32143,Fateema,F,25,3,3,1
32144,Female,F,1292,2,3,1.5
32145,Gaelle,F,395,2,3,1.5
32146,Gatlin,F,5,2,4,2
32147,Ge,F,5,1,1,1
32148,Giang,F,12,2,3,1.5
32149,Giovannie,F,6,3,4,1.333333333
32150,Hafsa,F,1707,2,3,1.5
32151,Hajar,F,570,2,3,1.5
32152,Halston,F,153,2,5,2.5
32153,Hanadi,F,112,3,3,1
32154,Harmoney,F,485,3,5,1.666666667
32155,Hearther,F,10,2,5,2.5
32156,Hebah,F,166,2,3,1.5
32157,Heleana,F,20,3,3,1
32158,Hermilinda,F,5,4,6,1.5
32159,Hiba,F,1610,2,2,1
32160,Hlee,F,96,1,2,2
32161,Houa,F,181,1,1,1
32162,Hristine,F,16,3,5,1.666666667
32163,Iaisha,F,31,2,2,1
32164,Ifeyinwa,F,7,3,4,1.333333333
32165,Ihuoma,F,5,3,2,0.666666667
32166,Ikeda,F,5,3,2,0.666666667
32167,Imee,F,8,2,1,0.5
32168,Indrani,F,16,3,4,1.333333333
32169,Inesha,F,112,3,3,1
32170,Irais,F,580,2,2,1
32171,Ireka,F,7,3,2,0.666666667
32172,Irisa,F,172,3,2,0.666666667
32173,Ivania,F,535,3,2,0.666666667
32174,Jacolby,F,15,3,5,1.666666667
32175,Jacquella,F,34,3,5,1.666666667
32176,Jadah,F,1811,2,3,1.5
32177,Jadyn,F,11540,2,4,2
32178,Jaide,F,1380,2,2,1
32179,Jakeia,F,99,2,2,1
32180,Jalynne,F,274,3,5,1.666666667
32181,Jametra,F,22,3,4,1.333333333
32182,Jamiah,F,2182,2,3,1.5
32183,Jamiyla,F,80,3,4,1.333333333
32184,Janeese,F,89,3,3,1
32185,Janetha,F,5,3,4,1.333333333
32186,Janiqua,F,361,3,3,1
32187,Janisa,F,341,3,3,1
32188,Jasie,F,209,2,2,1
32189,Jasman,F,259,2,4,2
32190,Jasmon,F,128,2,4,2
32191,Jasmond,F,43,2,5,2.5
32192,Jaspreet,F,385,2,5,2.5
32193,Javone,F,11,3,3,1
32194,Jaylee,F,6806,2,3,1.5
32195,Jazlyn,F,13369,2,5,2.5
32196,Jemina,F,111,3,3,1
32197,Jenal,F,12,2,3,1.5
32198,Jenele,F,5,3,3,1
32199,Jenisa,F,149,3,3,1
32200,Jenissa,F,193,3,4,1.333333333
32201,Jerelle,F,12,3,4,1.333333333
32202,Jermany,F,168,3,5,1.666666667
32203,Jermika,F,83,3,4,1.333333333
32204,Jerusalem,F,244,4,5,1.25
32205,Jeryn,F,61,2,4,2
32206,Jesseka,F,170,3,4,1.333333333
32207,Jesselynn,F,40,3,7,2.333333333
32208,Jessicalee,F,40,4,5,1.25
32209,Jessicalynn,F,126,4,8,2
32210,Jessicamarie,F,156,5,6,1.2
32211,Jhoana,F,570,2,3,1.5
32212,Jimica,F,5,3,3,1
32213,Jimika,F,22,3,3,1
32214,Jimmica,F,5,3,4,1.333333333
32215,Jineane,F,17,3,3,1
32216,Jodana,F,5,3,3,1
32217,Jodanna,F,11,3,4,1.333333333
32218,Johntae,F,7,2,4,2
32219,Jora,F,87,2,2,1
32220,Jordin,F,4242,2,4,2
32221,Josianne,F,20,3,4,1.333333333
32222,Josy,F,78,2,3,1.5
32223,Joua,F,65,1,1,1
32224,Journey,F,13548,2,4,2
32225,Jovanie,F,11,3,3,1
32226,Jovanne,F,29,3,4,1.333333333
32227,Jupiter,F,306,3,4,1.333333333
32228,Jury,F,123,2,3,1.5
32229,Jylian,F,103,2,4,2
32230,Jyllian,F,244,2,5,2.5
32231,Kadedra,F,286,3,4,1.333333333
32232,Kaelin,F,2656,2,3,1.5
32233,Kahlila,F,34,3,4,1.333333333
32234,Kailin,F,1121,2,3,1.5
32235,Kailyn,F,13021,2,4,2
32236,Kaina,F,219,2,2,1
32237,Kaleena,F,1955,3,3,1
32238,Kamiko,F,41,3,3,1
32239,Kandle,F,5,2,4,2
32240,Kania,F,587,3,2,0.666666667
32241,Kanitha,F,30,3,4,1.333333333
32242,Kanoe,F,86,2,2,1
32243,Karishma,F,966,3,5,1.666666667
32244,Karlina,F,307,3,4,1.333333333
32245,Kartrina,F,5,3,5,1.666666667
32246,Kashara,F,182,3,4,1.333333333
32247,Kashaunda,F,5,3,5,1.666666667
32248,Kasidy,F,584,3,4,1.333333333
32249,Katari,F,6,3,3,1
32250,Katarra,F,10,3,4,1.333333333
32251,Kataya,F,112,2,3,1.5
32252,Kathyria,F,21,3,5,1.666666667
32253,Katiann,F,27,2,4,2
32254,Katianne,F,104,3,4,1.333333333
32255,Katima,F,14,3,3,1
32256,Katiya,F,132,2,3,1.5
32257,Katlin,F,5334,2,4,2
32258,Kaulana,F,6,3,3,1
32259,Kayona,F,293,2,3,1.5
32260,Keadra,F,10,2,3,1.5
32261,Keahi,F,20,2,2,1
32262,Keaundra,F,230,2,4,2
32263,Keishawn,F,63,2,5,2.5
32264,Kelila,F,33,3,3,1
32265,Kelyn,F,414,2,4,2
32266,Kenly,F,452,2,4,2
32267,Kenneshia,F,71,3,5,1.666666667
32268,Kerstyn,F,426,2,6,3
32269,Keyanda,F,27,2,4,2
32270,Keyondra,F,378,2,5,2.5
32271,Khalika,F,7,3,4,1.333333333
32272,Khalis,F,78,2,4,2
32273,Kham,F,6,1,3,3
32274,Kharissa,F,58,3,5,1.666666667
32275,Khyla,F,912,2,4,2
32276,Kiarra,F,3686,2,3,1.5
32277,Kiayana,F,16,2,3,1.5
32278,Kieana,F,145,2,2,1
32279,Kiele,F,476,2,2,1
32280,Kieona,F,50,2,2,1
32281,Kiira,F,113,2,2,1
32282,Kinder,F,10,2,4,2
32283,Kineshia,F,10,3,4,1.333333333
32284,Kiondra,F,136,2,4,2
32285,Kiyonna,F,243,2,4,2
32286,Kizuwanda,F,5,4,5,1.25
32287,Kolina,F,64,3,3,1
32288,Kourtnee,F,666,2,4,2
32289,Krishawna,F,72,3,6,2
32290,Krishonda,F,28,3,6,2
32291,Kristiina,F,10,3,5,1.666666667
32292,Kristil,F,10,2,5,2.5
32293,Kristne,F,11,2,5,2.5
32294,Kruti,F,109,2,3,1.5
32295,Krystale,F,170,3,6,2
32296,Krystan,F,397,2,6,3
32297,Kylen,F,506,2,4,2
32298,Kyrstal,F,128,2,6,3
32299,Lacara,F,62,3,3,1
32300,Ladia,F,11,2,2,1
32301,Lahela,F,208,3,3,1
32302,Lailah,F,5419,2,3,1.5
32303,Laisa,F,219,2,2,1
32304,Laiza,F,343,2,2,1
32305,Lajoya,F,91,2,3,1.5
32306,Lakaii,F,16,2,2,1
32307,Lakitia,F,5,3,3,1
32308,Lamya,F,1874,2,3,1.5
32309,Lanicka,F,6,3,4,1.333333333
32310,Laniqua,F,87,3,3,1
32311,Laprecious,F,208,3,5,1.666666667
32312,Laqueshia,F,141,3,4,1.333333333
32313,Larah,F,201,2,3,1.5
32314,Larosha,F,5,3,4,1.333333333
32315,Larrisha,F,104,3,5,1.666666667
32316,Lashai,F,210,2,3,1.5
32317,Lashaya,F,273,2,4,2
32318,Lastasha,F,11,3,5,1.666666667
32319,Latedra,F,31,3,4,1.333333333
32320,Lateika,F,5,3,3,1
32321,Lathasha,F,6,3,5,1.666666667
32322,Latorrie,F,10,3,4,1.333333333
32323,Latoyah,F,43,2,4,2
32324,Latoye,F,11,2,3,1.5
32325,Latoyer,F,10,2,4,2
32326,Latreena,F,5,3,4,1.333333333
32327,Lavasia,F,37,3,3,1
32328,Leanndra,F,133,2,5,2.5
32329,Leha,F,54,2,2,1
32330,Lelsie,F,22,2,3,1.5
32331,Lennin,F,6,2,4,2
32332,Lensey,F,35,2,4,2
32333,Lenzi,F,122,2,3,1.5
32334,Leshanta,F,5,3,5,1.666666667
32335,Lettia,F,5,2,3,1.5
32336,Lidya,F,320,2,3,1.5
32337,Liezel,F,53,2,3,1.5
32338,Lilyana,F,7757,3,4,1.333333333
32339,Lindita,F,40,3,4,1.333333333
32340,Lindzey,F,264,2,5,2.5
32341,Linsie,F,123,2,3,1.5
32342,Lirio,F,114,2,2,1
32343,Lisseth,F,637,2,5,2.5
32344,Lizelle,F,51,3,4,1.333333333
32345,Lynesha,F,89,3,5,1.666666667
32346,Lynsee,F,131,2,4,2
32347,Macaela,F,325,3,3,1
32348,Macee,F,1728,2,2,1
32349,Mackinzie,F,817,3,5,1.666666667
32350,Magdala,F,65,3,4,1.333333333
32351,Malie,F,319,2,2,1
32352,Maly,F,209,2,3,1.5
32353,Manjit,F,10,2,4,2
32354,Margan,F,92,2,4,2
32355,Mariadelaluz,F,144,5,6,1.2
32356,Mariadelrosario,F,16,6,7,1.166666667
32357,Markieta,F,33,3,4,1.333333333
32358,Marlem,F,36,2,4,2
32359,Marleni,F,622,3,4,1.333333333
32360,Marqueshia,F,52,3,5,1.666666667
32361,Marquettia,F,5,3,5,1.666666667
32362,Marshanna,F,24,3,6,2
32363,Masada,F,5,3,3,1
32364,Matesha,F,11,3,4,1.333333333
32365,Matoya,F,31,2,3,1.5
32366,Maurika,F,10,3,3,1
32367,Maytal,F,171,2,4,2
32368,Mckensie,F,746,2,5,2.5
32369,Meissa,F,13,2,3,1.5
32370,Mekeia,F,5,2,2,1
32371,Melishia,F,5,3,4,1.333333333
32372,Mellssa,F,5,2,5,2.5
32373,Menucha,F,454,3,4,1.333333333
32374,Merrin,F,178,2,4,2
32375,Meryn,F,177,2,4,2
32376,Meuy,F,43,1,2,2
32377,Mey,F,39,1,2,2
32378,Michaelena,F,6,4,5,1.25
32379,Mily,F,406,2,3,1.5
32380,Mirabai,F,16,3,3,1
32381,Mirsa,F,35,2,3,1.5
32382,Mital,F,16,2,3,1.5
32383,Miyah,F,2966,1,3,3
32384,Morghan,F,1266,2,5,2.5
32385,Morgin,F,127,2,4,2
32386,Munira,F,487,3,3,1
32387,Mykisha,F,24,3,5,1.666666667
32388,Mylena,F,186,3,4,1.333333333
32389,Mystery,F,224,3,6,2
32390,Naa,F,38,1,1,1
32391,Nadiah,F,482,2,3,1.5
32392,Nahema,F,8,3,3,1
32393,Naira,F,467,2,2,1
32394,Naiya,F,1379,1,2,2
32395,Nakecia,F,23,3,3,1
32396,Nalee,F,76,2,2,1
32397,Nalina,F,101,3,3,1
32398,Nalisha,F,25,3,4,1.333333333
32399,Naly,F,63,2,3,1.5
32400,Naomy,F,1603,2,3,1.5
32401,Nasrin,F,78,2,4,2
